	SRR15236518	SRR15236519	SRR15236520
AT1G02100;A5:1:392076-392262:392072-392262:+	0.00653606518130412	0.00580360829859537	0
AT1G02120;A3:1:398713-398905:398713-399011:+	0.79813453959016	0.666910662856315	0.687415194982954
AT1G02120;RI:1:398905:398966-399068:399110:+	0.0703328779532481	0.0629440589905821	0.0654486368089684
AT1G02145;A3:1:405110-405230:405110-405242:+	1	1	1
AT1G02145;RI:1:404757:404842-404912:404953:+	0.0589975481070427	0.106391555733199	0.131188729407707
AT1G02190;A3:1:416435-416731:416435-416743:+	1	1	1
AT1G02205;A3:1:421633-421720:421633-421735:+	0.202467017038924	0.238923936600082	0.242215426674991
AT1G02205;RI:1:419297:419529-419675:419894:+	0.255124740609849	0.190348020268387	0.302577095370196
AT1G02205;RI:1:419297:419894-420514:420889:+	0.074114456907286	0.0948754230151382	0.0653722538068166
AT1G02260;RI:1:441398:442620-442718:442972:-	0.708613125475529	0.239072971676699	0.352497256007384
AT1G02270;RI:1:445648:445752-445844:445942:-	0	0	0.0105716585707043
AT1G02280;A3:1:450258-450361:450251-450361:-	0.831894781099884	0.815219125323709	0.76232286226314
AT1G02410;A5:1:491114-491234:491006-491234:+	0	0	0
AT1G02410;RI:1:490925:491114-491234:491379:+	1	1	1
AT1G02440;SE:1:496899-496972:497091-497165:-	1	1	1
AT1G02500;A3:1:518378-519033:518378-519036:+	0.0996426832058632	0.11733747990364	0.135068759028785
AT1G02520;AF:1:523536:523675-524125:523703:523876-524125:+	1	1	1
AT1G02530;RI:1:533079:533345-533453:533716:+	0	0	0
AT1G02610;RI:1:553019:553261-553395:553490:-	0.103466531606215	0.0757814578116226	0.03956966780846
AT1G02630;RI:1:560610:561320-561453:561695:-	1	1	1
AT1G02650;RI:1:568558:568739-568832:569223:+	0	0	0
AT1G02670;A5:1:577941-577979:577906-577979:+	0	0	0
AT1G02670;A5:1:578079-578181:578052-578181:+	0	0	0
AT1G02670;RI:1:576850:576912-576994:577592:+	0.0799156395367189	0.115255675790367	0.155209377272102
AT1G02670;RI:1:579879:579967-580050:580130:+	0.137320736938216	0.395440978852818	0.503874688739735
AT1G02690;A3:1:585685-585776:585685-585779:+	0.560505559107858	0.399673424504543	0
AT1G02840;A3:1:626828-626913:626828-626917:+	0.876919820094437	0.881333643768344	0.895637212549078
AT1G02840;A3:1:628469-628777:628469-628935:+	0.498213843456094	0.538885289040705	0.396496981277486
AT1G02840;A3:1:628469-628777:628469-629288:+	0.20121332611352	0.186067926084232	0.16996506810387
AT1G02840;A3:1:628469-628935:628469-629288:+	0.202364113648612	0.163608421756117	0.237616399096234
AT1G02850;A3:1:631858-631928:631858-632009:+	0.0824653946933428	0.0552794476374815	0.0385373602598391
AT1G02850;A3:1:632806-632881:632806-632884:+	0.0440622878760285	0.298320744085974	0
AT1G02850;RI:1:631603:631858-631928:632043:+	0.853158621610628	0.915030329525388	0.884954865735523
AT1G02850;RI:1:631603:631858-632009:632043:+	0.34305286121667	0.386552937487295	0.235661298419111
AT1G02850;RI:1:632528:632615-632716:632806:+	0.279864468303505	0.0748375688940325	0.228656135201193
AT1G02860;A3:1:636886-636978:636886-636984:+	1	1	0.988112010015743
AT1G02880;A3:1:644261-644350:644256-644350:-	0.380684693241045	0.442453498596865	0.452357978884763
AT1G02880;A5:1:643949-644142:643949-644160:-	0.0392355894559954	0.0420623396381838	0.111318473297122
AT1G02880;RI:1:643877:643949-644142:644256:-	0.499573389507273	0	0.184965621644195
AT1G02880;RI:1:643877:643949-644160:644256:-	0.0608452756861793	0	0.0523179111773674
AT1G02880;RI:1:643877:643949-644160:644261:-	0.151558343722899	0.136761261424447	0.121707467071169
AT1G02890;SE:1:646310-646406:646489-646567:-	1	1	1
AT1G02910;RI:1:656134:656234-656317:656505:-	0.0225501899007792	0.0404223220585553	0.0422969880082125
AT1G02950;A3:1:666262-666351:666256-666351:-	0	0	0.128424871533554
AT1G02950;A5:1:665777-665858:665777-665862:-	0	0	0
AT1G02960;A3:1:667464-667541:667437-667541:-	0.621544790090499	0.755811818170428	0.683885226042436
AT1G02960;RI:1:667151:667281-667373:667437:-	0.431346219115314	0.0952375275922172	0.555114145661349
AT1G02960;RI:1:667151:667281-667373:667464:-	0.556560415438177	0.452225584577639	0.304898615967145
AT1G02960;RI:1:667151:667281-667373:667641:-	0.90891317430454	1	0.942611794892565
AT1G02960;RI:1:667151:667437-667541:667641:-	0.761381543192366	0.953768919319084	0.740457208044401
AT1G02960;RI:1:667151:667464-667541:667641:-	0.600918539963804	0.583974015831118	0.70596273676869
AT1G02960;RI:1:667373:667437-667541:667641:-	0.195206402760767	0	0.178123434280949
AT1G02960;RI:1:667373:667464-667541:667641:-	0.159235360042441	0	0.0602541408947429
AT1G02990;A3:1:682092-682243:681921-682243:-	0.0248664544176765	0.0468747693093205	0.0365181663040285
AT1G02990;A3:1:686605-686679:686597-686679:-	0.941368331948783	1	1
AT1G02990;A5:1:687009-687107:687009-687115:-	0	1	1
AT1G02990;RI:1:686844:687009-687107:687315:-	nan	0	0
AT1G02990;RI:1:686844:687009-687115:687315:-	0	nan	nan
AT1G02990;SE:1:682892-683023:683077-683175:-	0.0586316680512164	0	0
AT1G03010;AF:1:693190:693571-694117:693934:694038-694117:+	0	0	1
AT1G03040;A3:1:705656-706101:705641-706101:-	0.863620718922	0.839471804528579	0.873380417483989
AT1G03055;RI:1:710695:710801-710955:711016:-	0.220424210295025	0.202977564097907	0.162584448860035
AT1G03060;A3:1:726347-726710:726344-726710:-	0.680021844632753	0.662692013781149	0.509486224888029
AT1G03060;RI:1:715660:718415-718503:718662:-	0.794609576344878	0.86189666006287	0.874669380076872
AT1G03070;A5:1:730056-730140:730023-730140:+	nan	0.455358320090491	0.455934814949753
AT1G03070;RI:1:729830:730023-730140:730415:+	1	0	0
AT1G03070;RI:1:729830:730056-730140:730415:+	1	0	0
AT1G03080;A3:1:737437-737562:737420-737562:-	0.955088332819623	0.837950776141762	0.86012174879144
AT1G03080;RI:1:737233:737420-737562:737624:-	0.915261433645671	0.687528560080582	0.716347931388937
AT1G03080;RI:1:737233:737437-737562:737624:-	0.336826808139784	0.298496240395868	0.291133781302675
AT1G03090;SE:1:741065-741148:741207-741509:+	0.870490535319986	0.611731652328998	0.591875141581378
AT1G03120;A5:1:752712-752982:752660-752982:+	0.43582267751221	0	0
AT1G03160;A5:1:764866-765025:764831-765025:+	0.969000645847413	0.938770325167379	0.940133499362811
AT1G03160;A5:1:764931-765025:764831-765025:+	0.0983346773917976	0.103785470182974	0.162988613585457
AT1G03160;A5:1:764931-765025:764866-765025:+	0.00347678096639342	0.00749651162051256	0.0122480831456226
AT1G03160;SE:1:763430-763980:764066-764157:+	0.983645450500988	1	0.967123775013686
AT1G03180;A3:1:774153-774224:774153-774231:+	0.276853618364545	0.0938721084562861	0.0316914360370311
AT1G03180;A3:1:774153-774224:774153-774247:+	1	1	0.272609819121447
AT1G03180;A3:1:774153-774231:774153-774247:+	1	1	0.919685591011475
AT1G03180;RI:1:773358:773691-774096:774153:+	0	0	0.0328931394821151
AT1G03200_and_AT1G03210;RI:1:783318:783596-783681:783842:+	0.0202063604137104	0.0406945968626945	0.0879330951788925
AT1G03250;A3:1:794198-794328:794180-794328:-	0.0173172227462033	0.0227507883432612	0.0161800376086605
AT1G03280;A3:1:803117-803201:803117-803543:+	1	0.417526826592476	1
AT1G03280;A3:1:803117-803201:803117-803565:+	0.0189209717221285	0.010008059247587	0.012595190060273
AT1G03280;A3:1:803117-803543:803117-803565:+	0	0.0139068160124578	0
AT1G03290;A3:1:808822-808913:808822-808979:+	0.760859505343322	0.694011017746296	0.741234472292495
AT1G03290;A5:1:807631-807951:807510-807951:+	0.957129445958709	0.968169720933769	0.959948992121275
AT1G03290;RI:1:808532:808822-808913:809214:+	0.364340179352961	0.383519727017116	0.479286667032047
AT1G03290;RI:1:808532:808822-808979:809214:+	0.645844331126171	0.585235508414893	0.725018604119716
AT1G03290;SE:1:807510-807592:807631-807951:+	0.0420229921446803	0.131420787704506	0.114648382081544
AT1G03310;A5:1:813604-813929:813581-813929:+	0.500262978432295	0.561721950753481	0.496076645024616
AT1G03370;RI:1:833694:833956-834254:834419:+	0.084313826195587	0.0491698784502014	0.110509337936114
AT1G03430;RI:1:848998:849070-849179:849621:+	0.118334040400926	0.105048880299848	0.0904043830269036
AT1G03457;A3:1:862640-862753:862613-862753:-	0.0856438041886391	0.243844460806929	0.298887627197273
AT1G03470;A3:1:867520-867630:867511-867630:-	0.511594586003404	0.735154279248734	0.396098642868459
AT1G03470;A5:1:867520-867626:867520-867630:-	0.325603775134334	0	0
AT1G03470;RI:1:867409:867520-867626:867733:-	0.436102480021717	1	1
AT1G03470;RI:1:867409:867520-867630:867733:-	0.271874699753735	0.119917243775782	0.0391010456226447
AT1G03610;RI:1:902170:902347-902425:903070:+	0.0582901214619499	0.0493743114805355	0.0403525231943135
AT1G03620;A3:1:906361-907128:906023-907128:-	nan	0	nan
AT1G03620;A3:1:906361-907128:906356-907128:-	0	0	0
AT1G03620;A5:1:905784-905911:905784-905943:-	0	0.0811228449713951	0
AT1G03620;A5:1:906023-906135:906023-906314:-	0.743125670456591	0.631338679127585	0.49427770728298
AT1G03620;AF:1:906023-906135:906803:906023-907128:907511:-	nan	1	1
AT1G03620;AF:1:906023-906314:906803:906023-907128:907511:-	nan	1	1
AT1G03620;AF:1:906023-906314:906846:906023-907128:907511:-	nan	nan	nan
AT1G03620;RI:1:905667:905784-905911:906023:-	nan	0	1
AT1G03620;RI:1:905667:905784-905943:906023:-	0	0	0.0382816157860095
AT1G03620;RI:1:905667:905784-905943:906653:-	0	nan	0
AT1G03620;RI:1:905943:906023-906314:906361:-	nan	nan	nan
AT1G03620;SE:1:906023-906135:906356-907128:-	1	0.601726721820693	nan
AT1G03620;SE:1:906023-906314:906356-907128:-	1	0	1
AT1G03620;SE:1:906023-906314:906361-907128:-	nan	0	nan
AT1G03630;A3:1:907947-908033:907947-908039:+	0.836101014258593	0.804988923495189	0.811815526731881
AT1G03720;A5:1:925208-925279:925208-925303:-	nan	nan	nan
AT1G03770;A3:1:944982-945111:944982-945117:+	0.723108199189293	0.278335878004377	0.537688072605191
AT1G03770;A5:1:947019-947123:947001-947123:+	0	0	0
AT1G03770;RI:1:945111:945168-945472:945530:+	0.0519044826665247	0.0719400812378202	0.0199966712692679
AT1G03770;RI:1:945472:945530-945780:945861:+	0	0.0120654563246029	0.0175804169983827
AT1G03780;A3:1:948640-948697:948595-948697:-	0.0140849453406547	0.0185061139673673	0.0368792592385497
AT1G03780;SE:1:948816-948912:948992-949076:-	0.985915054659345	0.981493886032633	0.96312074076145
AT1G03780;SE:1:949621-949734:949796-949883:-	0.985915054659345	0.981493886032633	0.96312074076145
AT1G03830;SE:1:965736-965823:965888-965996:-	0.74264848285468	0.769890736856224	0.514745311927167
AT1G03840;A3:1:969711-969908:969705-969908:-	0.149057702762173	1	0.329337662118061
AT1G03850;A5:1:976501-977280:976501-977368:-	0	0	0
AT1G03860;A5:1:981160-981563:981160-981773:-	0	0.00760429902225555	0.00272657323354661
AT1G03860;RI:1:980778:980894-980987:981160:-	0.0030969728231942	0.0115879771927265	0.0133041075315167
AT1G03905;A5:1:993951-994046:993631-994046:+	0	0	0
AT1G03905;RI:1:993400:993631-993706:993951:+	0	0	0
AT1G03905;RI:1:993400:993631-994046:994206:+	0	0.557411825810326	0
AT1G03905;RI:1:993400:993951-994046:994206:+	nan	1	nan
AT1G03905;SE:1:993631-993706:993951-994046:+	0.232542165408482	0.325868057701578	0.152142888008306
AT1G03910;SE:1:997895-998169:998300-998420:+	0	0	0
AT1G03920;RI:1:1001116:1001301-1001436:1001747:+	1	0	0
AT1G03920;RI:1:1001436:1001747-1001809:1002067:+	nan	0	0
AT1G03960;A3:1:1014237-1014334:1014237-1014414:+	1	0.919968405189796	1
AT1G03960;A3:1:1014543-1014621:1014543-1014635:+	0.767496338035065	0.791392700744255	0.87905002675457
AT1G03960;RI:1:1013652:1014237-1014334:1014543:+	0.216147455913496	0	0
AT1G03960;RI:1:1017058:1017183-1017332:1017481:+	0.0172323649267604	0.037709483008162	0.0819835363978568
AT1G03960;SE:1:1014543-1014621:1014676-1014767:+	0.391815810296645	0.328402085958876	0.304182576332358
AT1G03960;SE:1:1014543-1014635:1014676-1014767:+	0.16329493486206	0.114177548041218	0.0567367104553601
AT1G03980;RI:1:1020982:1021220-1021287:1021443:-	0	nan	0.677161605574337
AT1G04053_and_AT1G01760;A5:1:276519-276623:276519-276706:-	0.389295104741423	0.31394631333534	0.204201508144467
AT1G04080;A3:1:1052775-1053096:1052775-1053327:+	0	0.00373734470046922	0.00533660948295944
AT1G04080;A5:1:1053187-1053327:1052775-1053327:+	0.069801435060745	0.0546882750959713	0.0421022819959426
AT1G04120;A3:1:1065294-1065380:1065279-1065380:-	1	1	1
AT1G04120;RI:1:1068357:1068736-1068842:1070494:-	0.490736439565393	0.50820610482873	0.542384323581624
AT1G04140;A5:1:1076010-1076119:1076010-1076136:-	0.1479193819502	0.0708733054719789	0.0750364581135432
AT1G04160;RI:1:1095518:1095574-1095665:1095721:+	0.119981120066716	0.0445382185964296	0.0936693541316393
AT1G04170;A5:1:1097286-1097399:1097120-1097399:+	0.00203681141428657	0	0.00345912912159017
AT1G04200;RI:1:1112861:1112950-1113072:1113191:+	0.0490025617021753	0.0723568707255681	0.109869613877221
AT1G04200;RI:1:1113507:1113564-1113786:1114155:+	0.0490025617021753	0.0723568707255681	0.109869613877221
AT1G04230;A3:1:1127256-1127434:1127256-1127437:+	0.566114777498175	0.459128451117105	0.538397278514965
AT1G04260_and_AT1G04270;A5:1:1142100-1142576:1142100-1142579:-	1	1	0.999710929286936
AT1G04280;RI:1:1146141:1146374-1146523:1147091:-	0.244982291626587	0.192533645963768	0.213844063529751
AT1G04300;A3:1:1152971-1153036:1152947-1153036:-	0	0	0
AT1G04300;A3:1:1153345-1153718:1153288-1153718:-	1	1	1
AT1G04300;RI:1:1152879:1152947-1153036:1153345:-	0	0.250073044579404	0
AT1G04300;RI:1:1153036:1153124-1153234:1153345:-	0.0485868117701842	0.106374071097473	0.0404002354884807
AT1G04310;A5:1:1157139-1157546:1157139-1157651:-	0.80780949924005	0.852652466587952	0.819558121293885
AT1G04400;A3:1:1188073-1188187:1188006-1188187:-	0.30217069056366	0.184813485897823	0.166227572912849
AT1G04430;A5:1:1198637-1198788:1198326-1198788:+	0.0907394678397499	0.210826719666241	0.095445581730173
AT1G04430;A5:1:1198681-1198788:1198326-1198788:+	0.0176117801139261	0.0287209420770921	0.0114046772347383
AT1G04430;A5:1:1198681-1198788:1198637-1198788:+	0.152286474702629	0.0996573223755603	0.0985557956158882
AT1G04490;A3:1:1219371-1219794:1219352-1219794:-	nan	0.235057058588259	0
AT1G04490;A3:1:1219633-1219794:1219352-1219794:-	nan	0	0.0606246790609857
AT1G04490;A3:1:1219633-1219794:1219371-1219794:-	nan	0	1
AT1G04490;AF:1:1219906-1219999:1220137:1219906-1220829:1220899:-	1	0	0.416753334809128
AT1G04490;RI:1:1217690:1218181-1218282:1219633:-	nan	nan	1
AT1G04490;RI:1:1218282:1219352-1219579:1219633:-	0	nan	0
AT1G04490;RI:1:1218282:1219352-1219794:1219980:-	nan	nan	nan
AT1G04490;RI:1:1218282:1219371-1219794:1219980:-	nan	0	nan
AT1G04490;RI:1:1218282:1219633-1219794:1219980:-	nan	nan	nan
AT1G04490;SE:1:1219352-1219579:1219633-1219794:-	1	0	0.416753334809128
AT1G04500;AF:1:1223181-1223272:1223402:1223181-1224194:1224372:-	0	0	0
AT1G04500;RI:1:1221956:1222081-1222174:1222365:-	0	0	0
AT1G04570;A3:1:1248003-1248117:1247992-1248117:-	1	0.331858777560703	1
AT1G04590;A3:1:1259228-1259358:1259219-1259358:-	0	0.0416037047234263	0.0235171997862073
AT1G04643;RI:1:2538664:2539064-2539113:2539548:-	NA	NA	NA
AT1G04700;A3:1:1316437-1316612:1316437-1316679:+	0.409890451635167	0.0818850852406608	1
AT1G04730;A3:1:1330607-1330680:1330590-1330680:-	0.947590609931652	0.969205797233825	0.895324367521101
AT1G04730;A5:1:1330346-1330474:1330346-1330508:-	0.924720707389492	1	0.882463468498468
AT1G04750;A3:1:1333160-1333237:1332730-1333237:-	0.00471613122353044	0.0165060455935985	0.00779818066133569
AT1G04750;A5:1:1332730-1332849:1332730-1333237:-	0.00705552677103494	0	0.00163597576002714
AT1G04750;RI:1:1332589:1332730-1332849:1333160:-	1	1	1
AT1G04750;RI:1:1332849:1333160-1333237:1333260:-	1	nan	1
AT1G04750;SE:1:1332730-1332849:1333160-1333237:-	0	0	0
AT1G04830;SE:1:1359899-1360225:1360353-1360438:-	0.962694774308535	0.980433900584432	0.915290226904549
AT1G04837_and_AT1G11100;A5:1:3708469-3708557:3708469-3708585:-	0	0	0
AT1G04837_and_AT1G11100;A5:1:3708806-3708978:3708806-3708981:-	0	1	0
AT1G04837_and_AT1G11100;RI:1:3705705:3706056-3706189:3706548:-	1	1	1
AT1G04850;AF:1:1367934-1368075:1368461:1367934-1368539:1368940:-	0	0	0
AT1G04870;A3:1:1375221-1375383:1375211-1375383:-	1	1	1
AT1G04930;A3:1:1397139-1397497:1397124-1397497:-	0	0.106398502129914	0
AT1G04930;SE:1:1397882-1398281:1398370-1398440:-	0	0	0
AT1G04945_and_AT1G04940;A3:1:1402520-1402596:1402520-1402623:+	0	0	0.471799737162053
AT1G04945_and_AT1G04940;RI:1:1402067:1402520-1402623:1403103:+	0.939661203118168	0.708208480391526	0.853224123836726
AT1G04945_and_AT1G04940;SE:1:1399322-1399423:1399465-1399570:+	0.0099246272724631	0.0125234188084862	0.00770303299639425
AT1G04950;A5:1:1407205-1407314:1407205-1407429:-	0.0381464981286279	0	0.0462520046253294
AT1G04950;RI:1:1407059:1407205-1407314:1407530:-	0.811962923249846	1	0.647477952309951
AT1G04970;A3:1:1411623-1411877:1411623-1411915:+	0.109380397439119	0.0859436376154667	0.0820716524783735
AT1G04970;RI:1:1411088:1411623-1411877:1412054:+	0.332033152920702	0.577315748467793	0.464789675198335
AT1G04970;RI:1:1411088:1411623-1411915:1412054:+	0.05753586181799	0.113806403893225	0.0720510739596082
AT1G04985_and_AT1G04990;A5:1:1419658-1419787:1419658-1419847:-	1	1	0.982637658662657
AT1G04985_and_AT1G04990;RI:1:1417326:1417390-1417974:1418046:-	0.0827740362506369	0.0716798677843904	0.0664385591848873
AT1G04985_and_AT1G04990;RI:1:1420448:1420564-1420825:1420881:-	0.0414143017362647	0.0714397697196986	0.0890775410979224
AT1G05000;A3:1:1426109-1426235:1426109-1427899:+	0.0172139044360127	0.0154415268546497	0.0435237254079005
AT1G05000;RI:1:1426235:1426330-1427899:1427956:+	0.177860653166498	1	0.39149247102311
AT1G05000;SE:1:1426109-1426235:1426330-1427899:+	0.0748988509878659	0	0.0660564213787521
AT1G05030;A3:1:1440659-1441003:1440646-1441003:-	0.121858534034559	0.201719527825213	0.133761512892453
AT1G05160_and_AT1G05170;A3:1:1489953-1490730:1489944-1490730:-	0.85257090084116	0.961039613782655	0.813603078226305
AT1G05180;RI:1:1498114:1498440-1498566:1498746:-	0	0	0.00487662226560932
AT1G05180;RI:1:1501167:1501190-1501289:1501330:-	1	1	0.995123377734391
AT1G05200;A3:1:1505462-1505538:1505462-1505561:+	0.175365129570407	0.100530298570322	0.0965038037691311
AT1G05200;AF:1:1504941:1505153-1505561:1505186:1505462-1505561:+	0.548423091606476	0.477264203704313	0.474795618736891
AT1G05200;AF:1:1504941:1505153-1505561:1505266:1505462-1505561:+	1	1	1
