	ERR9081485	ERR9081486	ERR9081487	ERR9081488	ERR9081489	ERR9081490
AT2G03050.2	1.800294	0.823561	2.589343	4.8915	0.832653	2.048858
AT2G03060.1	0.727702	1.006657	0.51505	1.604399	1.520024	0.747618
AT2G03060.2	3.584723	2.829968	0	3.315228	0.966681	2.4176
AT2G03060.3	2.274154	1.977871	4.512685	0.392524	2.487223	1.838785
AT2G03060.4	0.349289	0	0.234542	0.126287	0.070556	0.051602
AT2G03060.5	0.268543	0.228787	0.42272	0.419603	0.366475	0.568484
AT2G03060.6	0	0	0	0	0	0
AT2G03060.7	0	0	0	0	0.104597	0
AT2G03070.1	8.574764	7.95188	8.798573	7.971571	8.234897	9.035162
AT2G03090.1	11.076141	7.943862	13.132503	8.170607	7.170702	6.23212
AT2G03110.1	0	0.40393	0.385127	0	0.283252	0.213698
AT2G03110.2	0.043975	0	0.052434	0.219407	0	0.104317
AT2G03110.3	0.576412	0	0	0	0	0
AT2G03120.1	44.358308	41.423857	47.388064	43.1316	45.791064	45.468496
AT2G03130.1	0.865753	0.24136	0.591306	0	0.165903	0.092174
AT2G03140.1	1.103752	0.886621	0.941755	0.916488	1.090784	1.477188
AT2G03140.10	0	0	0.181604	0	0	0
AT2G03140.11	4.754442	4.845044	5.035187	5.585131	4.191861	5.397929
AT2G03140.12	0.167742	0	0	0	0	0
AT2G03140.2	0.360186	0.914961	0	0.745711	0	0
AT2G03140.3	0.578219	0.934932	1.145838	0.924456	1.518371	0.912316
AT2G03140.4	0.112781	0	0	0	0	0
AT2G03140.5	0.861915	0.644597	0.369212	0.59467	0.563971	0.165524
AT2G03140.6	1.399113	0.845912	0.412197	0.483591	1.401139	1.3743
AT2G03140.7	0	0.331304	0	0.254507	0	0
AT2G03140.8	0	0	0	0	0.114103	0
AT2G03140.9	0.280907	0.282549	0.46053	0	0.536618	0.327154
AT2G03150.1	17.129132	17.499259	17.610629	17.778579	17.784616	17.175089
AT2G03150.2	1.193024	0.822547	1.097383	0.503611	0.868173	0.875303
AT2G03160.1	0	0	0	0	0	0
AT2G03170.1	0	0	0	0	0	0
AT2G03180.1	0	0	0	0	0	0
AT2G03190.1	0	0	0	0	0	0
AT2G03200.1	19.033709	19.916485	12.046417	11.316201	18.739979	18.012858
AT2G03210.1	0	0	0.014906	0.052009	0	0.014035
AT2G03210.2	0	0	0	0	0	0
AT2G03210.3	0.049519	0.01084	0	0	0.02203	0
AT2G03220.1	13.502775	12.764609	13.859716	14.103114	12.959382	14.915163
AT2G03230.1	0	0.168229	0.515324	0.479693	0.780913	0
AT2G03240.1	12.533431	13.287529	13.269414	13.350108	13.240125	12.307465
AT2G03250.1	0.010679	0.021059	0	0	0.014256	0
AT2G03250.2	0	0	0	0	0	0.015582
AT2G03260.1	0.141728	0.184169	0.020278	0.214722	0.044838	0.103984
AT2G03260.2	0.624913	0.79522	1.144725	0.621047	0.842909	0.901157
AT2G03270.1	10.474974	10.65095	9.706923	10.209193	10.626462	10.02899
AT2G03280.1	3.199697	4.048664	3.256328	2.901762	4.339531	3.326277
AT2G03280.2	0.673513	0.541263	0.453784	0.855126	0.470646	0.322378
AT2G03290.1	0	0	0.032103	0.111925	0	0
AT2G03300.1	0	0	0	0	0	0
AT2G03310.1	19.376386	19.626692	17.263799	17.396259	17.690603	17.432044
AT2G03320.1	0	0	0	0	0	0
AT2G03320.2	0	0	0	0	0.232238	0
AT2G03330.1	7.146779	7.851043	7.127944	7.221467	8.378656	7.93124
AT2G03340.1	39.505002	40.271341	36.674635	41.385243	44.168758	40.957991
AT2G03350.1	53.058882	53.512184	58.854247	51.136661	55.85139	54.680861
AT2G03360.1	0.167108	0.381927	0.160633	0.19076	0.308266	0.450444
AT2G03360.2	1.035335	0.798254	0.903238	1.079572	0.519745	0.941156
AT2G03370.1	0.835447	0.949149	0.754674	0.678168	0.721847	0.681366
AT2G03370.2	0.24785	0.140732	0.377746	0.208995	0.224149	0.297983
AT2G03380.1	1.61741	1.66988	1.835133	1.897474	1.732574	1.711276
AT2G03390.1	48.415894	46.409936	45.355516	42.915837	47.205266	45.185661
AT2G03390.2	6.136158	6.795774	4.075697	3.738739	7.165913	2.235864
AT2G03390.3	0.280777	0.673087	0.385071	0.116225	0.211029	0.201949
AT2G03390.4	1.054497	2.105108	1.60136	1.870716	1.358833	0.936255
AT2G03390.5	1.110985	1.798366	1.141032	2.412294	1.319799	1.028747
AT2G03390.6	0.445234	0.328773	0.626086	0.634401	0.489718	0.596457
AT2G03390.7	0	0.262148	0	0.22146	0.368032	0
AT2G03410.1	0.047233	0.046562	0.01864	0.065051	0.023644	0.0264
AT2G03420.1	8.698601	9.258963	9.543795	8.406271	8.205665	8.131382
AT2G03430.1	15.190761	15.152701	14.336536	15.22345	14.898517	13.323115
AT2G03440.1	126.452689	124.594008	137.634369	120.261561	120.504394	122.629499
AT2G03450.1	7.963378	7.550161	7.108163	6.576078	7.440748	7.276816
AT2G03460.1	0	0.033257	0	0	0	0.056546
AT2G03470.1	36.131216	37.055814	34.710732	30.57379	38.85816	35.721862
AT2G03470.2	13.728302	16.121977	12.573446	14.239193	16.371218	14.938403
AT2G03480.1	2.939692	2.388746	2.658238	1.865492	0.981251	2.5319
AT2G03480.2	1.989981	1.536708	2.934767	3.183133	2.628457	1.790857
AT2G03480.3	1.435072	1.364562	1.057666	1.187307	1.427465	1.502757
AT2G03500.1	2.68641	2.283479	2.930398	1.793364	2.134834	2.486147
AT2G03505.1	0	0.165469	1.883987	0.324917	0	0.161417
AT2G03505.2	0.245722	0	0	0.118967	0	0.131967
AT2G03505.3	0.322101	0.024235	0	0.039162	0.0919	0.040863
AT2G03505.4	0.867663	0.96464	0	0.962234	1.240332	0.860901
AT2G03510.1	35.589553	34.94997	34.648695	32.587333	36.267025	37.758658
AT2G03520.1	0	0.015371	0	0.043119	0.046902	0
AT2G03530.1	5.027623	3.192237	3.199244	2.67819	3.734879	3.374407
AT2G03530.2	0	1.235712	0	0.36381	0.721607	0.787804
AT2G03530.3	0.600864	0.568211	0.60494	0.696376	0.566	0.521777
AT2G03530.4	0.425458	0.061115	0.247859	0.264901	0	0.116214
AT2G03530.5	0	0	0.146161	0.089743	0.066238	0.050792
AT2G03550.1	14.47388	13.7932	13.71858	11.536273	9.909484	12.328686
AT2G03560.1	0	0	0	0	0	0.020777
AT2G03565.1	0	0	0.208657	0	0	0
AT2G03567.1	0	0	0	0	0	0
AT2G03570.1	0	0	0	0	0	0
AT2G03580.1	0	0	0	0	0	0
AT2G03590.1	1.483396	0.890406	0.364866	0.988458	0.769588	1.036183
AT2G03590.2	1.932788	2.177094	3.942561	3.041438	3.575391	2.835859
AT2G03600.1	0	0	0	0	0	0.037993
AT2G03600.2	0.143143	0.044086	0	0	0	0.144198
AT2G03600.3	0	0	0.091678	0.053295	0.096506	0
AT2G03600.4	0	0	0	0	0	0
AT2G03600.5	0	0	0	0	0	0
AT2G03600.6	0	0.175165	0	0	0	0
AT2G03610.1	0	0	0	0	0	0
AT2G03620.1	11.987282	12.668994	11.657556	11.679375	12.926271	11.553977
AT2G03620.2	0	0	0	0	0	0
AT2G03630.1	0	0	0	0	0.104083	0
AT2G03630.2	0	0	0.034389	0	0	0
AT2G03640.1	90.00502	97.367472	91.119399	85.394059	109.845789	91.794966
AT2G03640.2	2.660556	2.275167	3.638343	3.01271	3.386886	3.553982
AT2G03640.3	13.571715	19.029622	16.780126	19.489599	23.012434	21.946494
AT2G03640.4	0.340435	0.456941	0.197996	1.033683	0.489952	0.542166
AT2G03640.5	9.598036	8.955564	10.994646	9.72225	13.765135	11.332995
AT2G03667.1	7.632885	5.877787	6.186999	5.506721	6.198893	5.427425
AT2G03667.2	0.142025	0.208862	0.223889	0.37717	0.369807	0.213907
AT2G03670.1	3.72501	4.371323	4.395158	3.817127	3.6216	3.842193
AT2G03670.2	0.113084	0	0.089922	0.198181	0.184384	0.085768
AT2G03680.1	271.854888	280.739089	281.109819	284.345865	257.44873	263.805123
AT2G03680.2	0.688151	0.450479	0.478376	0.551585	0.573008	0.761402
AT2G03680.3	0.318531	0.27084	0.151172	0.178279	0.276447	0.313603
AT2G03690.1	27.802668	26.253702	25.090504	26.376988	27.072943	24.474866
AT2G03710.1	2.280147	2.621627	1.619424	0.723668	0.99121	1.23595
AT2G03710.2	2.6697	2.255629	2.363436	2.611669	2.999615	2.380433
AT2G03710.3	0.174869	0.127227	0.036585	0.046368	0.034697	0
AT2G03720.1	0	0	0	0	0	0
AT2G03720.2	30.126645	27.338461	17.567164	19.189156	26.709362	29.807935
AT2G03730.1	32.100331	35.147006	28.966993	30.256841	38.506096	35.288184
AT2G03730.2	2.97874	1.698081	4.421028	2.969864	3.491614	3.369529
AT2G03740.1	0	0	0	0	0	0
AT2G03750.1	11.894783	11.351469	11.791736	9.032475	10.801152	10.080201
AT2G03760.1	29.538132	29.660594	28.781936	27.014449	32.090749	32.274356
AT2G03770.1	0.085226	0.186209	0.090002	0.130804	0.056852	0.189949
AT2G03780.1	12.417243	15.813921	17.858394	16.548625	16.582047	14.897754
AT2G03780.2	3.721844	3.746538	3.36259	3.265067	4.412435	2.505551
AT2G03780.3	2.553174	0.333071	0.201563	0.242752	0.699542	0.355183
AT2G03800.1	14.659976	13.395972	12.30979	14.119468	13.173197	11.843353
AT2G03800.2	0.596416	1.160668	1.207641	1.406143	1.02188	1.327524
AT2G03810.1	0.288822	0.831898	0.770432	0.404611	1.377575	0.401588
AT2G03810.2	7.10026	5.457214	4.646547	6.872725	6.862888	6.48294
AT2G03810.3	0.650947	1.151621	2.578412	1.204439	1.994813	1.150778
AT2G03810.4	0.370425	0.384631	0.504012	0.609376	0.445861	0.412449
AT2G03810.5	1.297589	1.018317	0.114356	0.700764	1.317227	1.172406
AT2G03810.6	0.352403	0.273928	0.179	0.514262	0.386678	0.11881
AT2G03810.7	0.082426	0	0	0	0	0
AT2G03820.1	60.63432	56.698112	65.690859	61.570955	63.763451	63.224843
AT2G03821.1	0	0	0	0	0	0
AT2G03822.1	0	0	0	0	0	0
AT2G03823.1	0	0	0	0	0	0
AT2G03830.1	0.499524	0.290083	0.972132	0.307973	0.481847	0.616864
AT2G03840.1	0	0	0	0	0	0
AT2G03850.1	0.178649	0.233678	0.390468	0.371216	0.148976	0.695096
AT2G03870.1	1.133315	0.342011	0	0	0	0
AT2G03870.2	48.909591	49.099824	54.382589	47.31788	49.635601	45.801413
AT2G03880.1	0.764236	0.432881	0.697003	0.617158	0.589203	0.598857
AT2G03890.1	77.66294	79.320512	85.001707	82.855975	91.981545	87.024449
AT2G03890.2	0.325415	0.073559	0.078953	0	0	0
AT2G03913.1	0	0	0	0	0	0
AT2G03930.2	0	0	0	0	0	0
AT2G03931.1	0	0	0	0	0	0
AT2G03932.1	0	0	0	0	0	0
AT2G03933.1	0	0	0	0	0	0
AT2G03936.1	0	0	0	0	0	0
AT2G03937.1	0	0	0	0	0	0
AT2G03937.2	0	0	0	0	0	0
AT2G03955.1	0	0	0	0	0	0
AT2G03965.1	0.023172	0	0	0	0	0
AT2G03980.1	0.092267	0.173178	0.071877	0.559534	0.614784	0.077087
AT2G03980.2	8.370185	11.474077	9.961406	12.980319	16.237771	15.409723
AT2G03980.3	13.849394	12.115258	11.195816	9.460169	12.919937	13.252413
AT2G03980.4	0.749637	0.054826	0.271384	0	0.238422	0.066627
AT2G04020.1	0	0	0	0	0	0.021011
AT2G04020.2	0	0	0	0	0	0
AT2G04025.1	0.797207	1.523534	2.713227	1.797471	1.410673	0.759211
AT2G04025.2	0	0.086386	0.190181	0.053135	0.186975	0.171887
AT2G04030.1	62.556957	62.894537	74.401344	58.126327	58.964188	57.166455
AT2G04030.2	0	0.091963	0.102987	0	0	0
AT2G04031.1	0	0	0	0	0	0
AT2G04032.1	1.149831	1.567917	1.765669	1.368854	1.489221	1.341464
AT2G04034.1	0	0	0	0	0	0
AT2G04037.1	0	0	0	0	0	0
AT2G04038.1	0.548918	0.285808	0.437397	0.610444	0.441349	0.653663
AT2G04039.1	17.599997	23.845251	17.034046	16.285885	15.658142	14.550736
AT2G04039.2	0.405574	0.371439	0.209317	0.141715	0.274676	0.267714
AT2G04039.3	0	0	0	0	0	0
AT2G04040.1	33.681437	36.086736	32.696856	41.600973	46.191585	37.339184
AT2G04041.1	0	0	0	0	0	0
AT2G04045.1	0	0	0	0	0	0
AT2G04046.1	0	0	0	0	0	0
AT2G04050.1	1.833744	0.820615	2.858921	2.549873	1.732721	1.993829
AT2G04060.1	0	0	0	0	0	0
AT2G04062.1	0	0	0	0	0	0
AT2G04063.1	0	0	0	0	0	0
AT2G04066.1	0	0	0	0	0	0
AT2G04070.1	0.035171	0.046185	0.166759	0.274767	0.058674	0.157095
AT2G04080.1	1.820752	1.836347	1.47658	1.288087	1.516147	0.983769
AT2G04080.2	0	0.105734	0	0	0	0.494059
AT2G04090.1	2.313272	1.918026	2.602042	1.364945	1.982367	1.54517
AT2G04100.1	4.910794	5.337082	5.487838	4.959299	4.647662	5.073755
AT2G04100.2	0.396845	0.759539	0.6501	0.940223	1.421078	1.284445
AT2G04115.1	0	0.047025	0.114889	0	0	0
AT2G04137.1	0	0	0	0	0	0
AT2G04160.1	28.548472	20.978122	31.572643	29.05227	20.781288	29.964629
AT2G04170.1	0.644401	0.648308	0	0.375752	0.274917	0
AT2G04170.2	11.854428	10.75923	20.344949	15.543181	8.263624	19.637384
AT2G04170.3	0	0	0	0	0.862253	0.276458
AT2G04170.4	0.049416	0.217974	0	0.198162	0.396565	0.359948
AT2G04170.5	2.136532	0	0	0.206105	0.267407	0
AT2G04170.6	0.0614	0.070172	0.258638	0	0	0
AT2G04170.7	0.134391	0.750316	0.555418	0.345792	0.26817	0.428486
AT2G04190.1	0.143816	0.129831	0.042622	0.198288	0.035988	0.066909
AT2G04220.1	0	0	0	0	0.029553	0
AT2G04230.1	8.448461	9.259227	10.84243	9.297073	10.356451	9.133416
AT2G04235.1	0	0	0	0	0	0
AT2G04235.2	2.060359	1.644836	2.12895	2.045531	2.00228	2.13658
AT2G04235.3	0	0	0.169904	0	0.016682	0.018468
AT2G04235.4	0	0.098729	0	0.120547	0	0.023895
AT2G04240.1	24.619314	23.09189	30.668704	24.907456	31.138387	30.784822
AT2G04240.2	0.458312	0.767503	0.968389	0.930096	0.940491	0.920012
AT2G04270.1	8.021322	7.014135	7.361423	5.117502	7.917853	7.399259
AT2G04270.2	0.455641	0.887847	1.251368	0.686331	0.919756	1.782502
AT2G04270.3	0.376436	0.432966	0.308644	0.079388	0.409619	0.215605
AT2G04270.4	0	0.393718	0.342904	1.149462	0.073726	0.38796
AT2G04270.5	0.578039	0.415601	0.564678	0	0.85813	0
AT2G04270.6	1.135713	1.264075	1.188205	2.001816	0.481879	0
AT2G04270.7	1.569684	2.153532	2.309345	2.930052	0.870227	2.510253
AT2G04270.8	1.816885	0.752852	0.934677	0	1.794985	0.728485
AT2G04270.9	2.746267	3.175209	3.676881	3.312137	2.067874	2.664708
AT2G04280.1	42.288528	47.11713	47.56979	46.671718	47.722781	42.291005
AT2G04300.1	0	0	0	0	0	0
AT2G04300.2	0	0	0	0	0	0
AT2G04305.1	15.207035	16.158836	15.44603	14.716355	17.916636	14.806175
AT2G04340.1	17.329427	17.677613	16.479237	15.63837	17.586894	16.496977
AT2G04350.1	9.910471	10.533507	9.774621	11.63377	11.157567	11.314152
AT2G04350.2	9.839571	8.577774	7.254698	6.077962	8.119918	6.975941
AT2G04360.1	19.607492	21.135518	17.983462	18.010351	20.18494	17.530334
AT2G04360.2	2.096904	1.96696	2.81739	1.640537	2.033158	2.21494
AT2G04360.3	0.669641	0.787029	1.3516	0.573236	0.801986	0.719773
AT2G04360.4	2.111258	1.582904	2.887615	2.360567	2.762908	2.06312
AT2G04378.1	51.778096	49.426214	56.031909	55.343607	48.877247	60.085354
AT2G04378.2	1.436878	1.199565	1.562197	1.824162	2.267527	1.659167
AT2G04380.1	0.67602	0.521704	0.685306	0.909722	0.287441	0.318831
AT2G04390.1	102.574061	102.117468	121.034963	106.285245	100.725089	100.087834
AT2G04395.1	0	0	0	0	0	0
AT2G04395.2	0	0	0	0	0	0
AT2G04395.3	0	0	0	0	0	0
AT2G04395.4	0	0	0.199902	0	0	0
AT2G04395.5	0	0.223069	0	0	0	0
AT2G04400.1	27.296583	24.246508	27.328872	25.190863	28.760824	24.35454
AT2G04410.1	274.108339	272.618306	261.107818	252.51999	285.105404	251.884507
AT2G04420.1	0	0.034759	0.127016	0.098367	0.035513	0.078824
AT2G04425.1	0	0	0	0	0	0
AT2G04430.1	4.300126	5.459835	3.08935	3.236784	3.88145	3.2323
AT2G04430.2	5.239739	4.842203	4.330158	3.100007	4.516437	4.856193
AT2G04440.1	0.269281	0	0	0	0	0
AT2G04450.1	1.170676	0.782518	0.979951	0.823018	0.489744	0.699425
AT2G04480.1	0.038505	0.126001	0.152811	0.071045	0.1284	0.199882
AT2G04495.1	0.190337	0.083129	0.125714	0	0.063478	0.16487
AT2G04500.1	0.309104	0.483446	0.441743	0.365086	0.255404	0.613962
AT2G04515.1	0.043207	0.028262	0.06866	0.039893	0.028822	0.064049
AT2G04520.1	112.303642	114.463105	121.157845	111.820494	120.869911	107.857062
AT2G04530.1	9.629608	8.803472	12.316645	10.398826	8.288241	9.889676
AT2G04540.1	17.315759	17.106403	16.098399	17.329932	17.747507	15.127295
AT2G04550.1	27.314709	28.757699	27.425581	27.70516	29.526306	27.811176
AT2G04550.3	0	0	0	0	0	0
AT2G04560.1	2.492718	2.594921	3.06371	2.703664	2.910812	2.521677
AT2G04570.1	5.577938	4.098216	7.102783	7.546934	5.288054	8.218626
AT2G04620.1	9.935703	9.401256	9.319041	10.259166	10.216504	10.431769
AT2G04620.2	0.144231	0	0	0.123503	0.085039	0.051891
AT2G04621.1	0	0.107429	0	0	0	0.123588
AT2G04622.1	0	0	0	0	0	0
AT2G04630.1	45.194571	47.608787	50.058808	43.465608	48.84736	41.219815
AT2G04650.1	6.095667	6.689889	6.474188	5.63856	6.775048	7.205476
AT2G04650.2	0	0	0	0	0	0
AT2G04660.1	4.140585	3.734638	4.480427	3.46687	3.767802	3.602125
AT2G04675.1	0	0	0	0	0	0
AT2G04680.1	2.54395	2.54694	2.008606	2.151316	2.102082	3.188929
AT2G04690.1	33.992472	36.214011	38.144729	40.812484	50.553518	43.969729
AT2G04690.2	35.409293	33.371455	38.349266	40.479606	46.651384	42.475842
AT2G04690.3	6.388489	6.201516	8.238286	5.952525	7.717226	6.949198
AT2G04690.4	4.124818	3.499795	5.121336	2.326658	3.541015	3.45107
AT2G04690.5	1.111386	2.113654	1.423431	2.215219	1.004907	1.316619
AT2G04690.6	0	0	0	0.929751	0.272238	0
AT2G04700.1	54.024802	56.387479	54.593586	51.42653	64.72197	50.331451
AT2G04700.2	24.171219	23.45141	24.321813	18.390362	21.46094	24.267211
AT2G04700.3	49.746435	52.127696	50.547314	49.417021	47.949915	54.54434
AT2G04740.1	8.135579	8.080236	7.678583	7.765546	9.053408	7.83483
AT2G04740.2	0.171257	0.1914	0.028251	0.288024	0.096842	0.227155
AT2G04740.3	2.17331	1.491327	2.138116	1.487274	1.71401	1.216736
AT2G04740.4	0.06643	0	0.100343	0.181001	0	0
AT2G04750.1	0	0	0	0	0	0
AT2G04780.1	73.15538	58.190484	64.62147	61.634172	63.067115	79.143394
AT2G04780.2	1.401627	1.686384	1.201597	0.996042	1.399738	2.032331
AT2G04790.1	1.7342	1.033746	0.738331	1.006208	0.695034	0.517392
AT2G04790.10	0	0	0	0	0	0
AT2G04790.11	0.932813	0.173327	0.081183	0	0.484296	0.444507
AT2G04790.12	0	0	0	0	0	0
AT2G04790.13	0	0	0	0	0	0
AT2G04790.14	0	0	0	0	0	0
AT2G04790.15	0	1.903311	0	4.190799	0	0
AT2G04790.16	0	0	0.522308	0	0	0
AT2G04790.2	2.992581	2.340821	2.323361	0	3.693912	2.819549
AT2G04790.3	3.046556	2.116136	1.972621	1.8433	2.174467	2.005078
AT2G04790.4	0.150709	0.30204	0	0	0.299371	0.46689
AT2G04790.5	0.095588	0.167776	0.145752	0.1525	0.186307	0
AT2G04790.6	0	0	0	0	0	0.05682
AT2G04790.7	0.058795	0.08524	0.459314	0	0	0
AT2G04790.8	0.138793	0	0	0.176844	0	0
AT2G04790.9	0	0	0	0	0	0.515437
AT2G04795.1	12.845786	13.465915	12.228054	12.274592	12.436832	10.07372
AT2G04800.1	8.671185	9.026488	9.906799	7.569347	11.692858	7.961226
AT2G04800.2	2.883027	1.617048	2.000415	0.864545	2.139692	2.175302
AT2G04800.3	1.796327	0.977835	1.483047	0.71134	1.960022	1.975532
AT2G04800.4	1.123081	1.039175	0.38468	0.46316	0.135377	0.369987
AT2G04810.1	0	0	0	0	0	0
AT2G04830.1	0	0	0	0	0	0
AT2G04840.1	0	0	0	0	0	0
AT2G04842.1	0.478037	0.450705	0.682261	0.202847	0.382606	0.433318
AT2G04842.2	38.345237	41.483413	38.34496	39.630328	35.550643	38.978086
AT2G04845.1	5.685564	7.977454	8.703965	6.469055	4.901851	5.797269
AT2G04845.2	1.064831	1.480114	1.125804	1.917882	2.850295	0.934721
AT2G04845.3	0.334738	0.546985	1.401298	0.501662	1.404343	0.6358
AT2G04845.4	0.139672	0.209897	0.290964	0.727163	0.348982	0.552639
AT2G04845.5	0	0	0	0	0	0
AT2G04850.1	4.911002	5.07285	5.460228	4.803162	3.616411	4.921332
AT2G04860.1	1.58506	1.548754	1.797063	1.381143	1.591323	1.503869
AT2G04865.1	22.238501	22.348024	19.405189	19.158519	20.755519	17.806399
AT2G04865.2	1.674701	1.85972	2.479773	2.11121	1.827106	1.795495
AT2G04870.1	0	0	0	0	0	0
AT2G04880.1	0.139417	0.427183	1.205273	0.28797	1.112869	0.236567
AT2G04880.2	19.432822	17.479582	18.900839	18.052659	17.422549	18.838143
AT2G04890.1	14.216996	13.922051	14.22762	15.538116	15.422806	15.037895
AT2G04900.1	103.857213	105.298184	97.904492	91.566258	109.153994	96.005623
AT2G04900.2	1.687355	4.059534	2.303484	2.795985	2.876974	1.22145
AT2G04910.1	0	0	0	0	0	0
AT2G04910.2	0	0	0	0	0	0
AT2G04920.1	0	0	0	0	0	0
AT2G04925.1	0	0	0	0	0	0
AT2G04930.1	0	0	0	0	0	0
AT2G04940.1	18.50429	17.104455	17.27016	16.461681	17.491019	17.128794
AT2G05050.1	0	0	0.127527	0	0	0
AT2G05060.1	0	0	0	0	0	0
AT2G05070.1	397.819826	365.341709	321.532137	262.400022	215.479268	291.419075
AT2G05100.1	335.601036	306.162356	293.600998	225.315737	164.449167	257.365538
AT2G05100.2	0	0	0	0	0	0
AT2G05105.1	0	0	0	0	0	0
AT2G05117.1	0	0	0	0	0	0
AT2G05120.1	4.694787	4.47172	5.263832	4.60746	4.504062	4.674639
AT2G05120.2	0	0	0	0	0	0
AT2G05140.1	0	0	0	0	0	0
AT2G05160.1	2.574992	2.110193	1.981249	1.75305	1.749425	2.564657
AT2G05160.2	0.279907	0.661061	0.550814	0.470995	1.058256	0.524982
AT2G05160.3	0.0447	0.467322	0.188675	0.396249	0.212145	0.380074
AT2G05170.1	25.363126	24.088272	24.843019	24.128861	25.596961	26.613298
AT2G05180.1	0.773015	1.07743	0.611708	0.778	0.741367	1.041739
AT2G05185.1	5.100181	4.749782	2.653016	2.509039	3.919714	3.994114
AT2G05185.2	0.813323	1.961776	1.46282	2.546764	1.051012	0.656334
AT2G05210.1	0.857632	1.102041	2.002176	1.00447	2.011715	0.952261
AT2G05210.2	2.708855	2.522309	3.058266	3.291439	2.612749	2.443205
AT2G05210.3	4.712048	3.828921	3.692746	3.026458	2.938168	4.485674
AT2G05220.1	174.209039	161.808271	190.047626	181.647207	171.495664	181.329746
AT2G05220.2	0	6.593706	11.113314	0	0	0
AT2G05230.1	8.617148	12.292418	10.74193	12.539712	10.436129	9.330755
AT2G05250.1	13.709106	8.92663	11.476195	9.623752	11.513691	12.097199
AT2G05260.1	10.378212	11.814669	9.234098	9.798087	11.121415	11.417333
AT2G05260.2	0	0	0	0	0	0
AT2G05270.1	0.627235	0.203914	1.374293	0	0.105546	0.469119
AT2G05294.1	0	0	0	0	0	0
AT2G05310.1	85.49786	83.333262	78.728703	60.492063	71.388906	67.020962
AT2G05310.2	8.890385	9.379194	8.518325	7.128443	7.499434	6.2756
AT2G05320.1	11.10087	11.470769	11.674853	10.593259	11.818471	11.704679
AT2G05330.1	0	0	0	0	0	0
AT2G05330.2	0.271034	0.283354	0.733598	0.250633	0.217174	0.562308
AT2G05335.1	0	0	0	0	0	0
AT2G05350.1	0	0	0.032519	0	0	0
AT2G05350.2	0	0	0	0	0	0
AT2G05350.3	0	0.135397	0	0.108739	0.019688	0.08769
AT2G05360.1	0	0	0	0	0	0
AT2G05370.1	0	0.204475	0	0	0	0
AT2G05370.2	0.06112	0.152754	0.048431	0.112612	0.326155	0.272337
AT2G05380.1	9144.706603	8761.877463	9228.822936	11719.044608	11596.485233	8150.965894
AT2G05380.2	49.181063	37.144133	50.064801	57.211819	75.20393	76.569474
AT2G05380.3	244.38552	206.626511	294.390601	373.266784	380.992882	200.606343
AT2G05400.1	0.089218	0	0	0	0.305002	0.132717
AT2G05400.2	0	0.017274	0.166853	0.194009	0.114326	0
AT2G05400.3	0	0	0	0	0	0
AT2G05410.1	0	0	0	0	0	0
AT2G05410.2	0	0	0	0	0	0
AT2G05420.1	0	0	0	0	0	0
AT2G05430.1	0	0.014378	0	0	0	0
AT2G05440.1	238.818461	170.251461	234.813441	114.782196	142.8218	152.268421
AT2G05440.2	400.522504	259.032483	348.776235	286.145895	287.117481	207.996183
AT2G05440.3	46.791478	15.486768	28.522044	18.322165	13.781113	18.072238
AT2G05440.4	41.065487	36.719591	44.372398	31.195268	45.02347	33.673461
AT2G05440.5	87.136782	48.222861	54.581972	32.742349	43.611859	27.299854
AT2G05440.6	69.114984	45.383961	10.47988	14.562889	37.3145	23.562962
AT2G05440.7	69.559447	70.593938	56.213622	60.364898	54.914559	101.08372
AT2G05440.8	93.874759	92.288932	81.091529	54.736817	41.559901	94.571425
AT2G05440.9	193.895598	124.496138	204.388386	161.368288	185.952136	135.939346
AT2G05510.1	197.565395	137.804304	322.960232	278.426349	282.061104	227.711468
AT2G05510.2	0	0	0.583079	0.540221	1.56536	1.851414
AT2G05510.3	2.086541	0.878941	1.040921	0.951462	0.952069	1.326554
AT2G05510.4	0	0	0	0	0	0
AT2G05510.5	1.929307	1.059382	1.118974	2.116687	0.803529	2.116776
AT2G05510.6	0.750156	0.091049	0.11455	0	0.236176	0.096875
AT2G05520.1	494.355254	531.497791	560.479735	570.553717	686.332001	451.782097
AT2G05520.2	6.251719	5.322798	5.185749	5.311523	7.070445	6.46474
AT2G05520.3	48.292057	63.850841	56.101446	52.9082	61.078126	46.010319
AT2G05520.4	337.493201	383.371548	299.71491	350.424003	399.866387	266.97133
AT2G05520.5	59.170766	73.880207	72.633247	69.5898	79.508646	55.357422
AT2G05520.6	785.0388	895.204638	716.80831	764.765352	1085.36451	752.983105
AT2G05530.1	0.141866	0.370231	0.339151	0	0.379357	0.157781
AT2G05530.2	0	0	0	0.154991	0	0
AT2G05540.1	774.178896	1031.189822	790.368191	1002.022068	1419.139603	876.242956
AT2G05580.1	0.116818	0.267962	0.786583	0.322772	0.253257	0.390483
AT2G05590.1	1.443811	1.128376	1.606871	1.94379	1.511003	1.9995
AT2G05590.2	13.54587	13.828415	12.869476	11.350614	12.226837	11.832763
AT2G05600.1	0	0	0	0	0	0
AT2G05620.1	93.871268	102.177316	99.977713	90.536989	96.110095	94.469885
AT2G05620.2	0	0	0	0	0	0
AT2G05630.1	43.163279	45.15811	44.635148	41.13691	45.16006	47.169018
