	ERR9081485	ERR9081486	ERR9081487	ERR9081488	ERR9081489	ERR9081490
AT2G05630.2	0	0	0	0	0	0
AT2G05632.1	5.636777	4.988195	4.495921	3.711098	4.766584	3.859903
AT2G05635.1	0	0.051403	0.188513	0	0.105458	0
AT2G05635.2	0	0.060295	0	0	0	0
AT2G05642.1	0.220532	0.134448	0.075344	0.144061	0.243492	0.154036
AT2G05645.1	0	0	0	0	0	0
AT2G05655.1	0	0.357608	0	0.170475	0.494721	0
AT2G05655.2	0	0	0	0	0	0
AT2G05710.1	141.799484	128.418709	123.710413	136.72611	131.645664	146.533232
AT2G05720.1	0	0	0	0	0	0
AT2G05752.1	0	0	0	0	0	0
AT2G05753.1	0	0	0	0	0	0
AT2G05755.1	6.463806	5.868132	7.313044	5.907918	6.679386	5.952068
AT2G05760.1	1.661262	1.364059	1.956353	1.567014	1.217568	1.767659
AT2G05786.1	0	0	0	0	0	0
AT2G05790.1	41.637038	39.422474	53.629835	43.200882	34.737108	41.5109
AT2G05810.1	4.061238	3.797513	4.108176	2.976672	2.894411	4.122554
AT2G05810.2	1.119092	0.611268	1.165198	1.250802	0.694183	0.640769
AT2G05830.1	36.113838	33.840186	34.65155	33.764049	34.891705	37.243687
AT2G05830.2	4.293515	3.169434	3.389381	2.691308	3.577919	2.879855
AT2G05830.3	0	0.892138	0.897701	0.621511	0.668467	0.661385
AT2G05830.4	0	3.14153	4.358568	2.010108	0	0.643406
AT2G05840.1	82.114654	80.439666	78.400923	74.846761	80.607486	83.954965
AT2G05840.2	0	0	0	0	0	0
AT2G05840.3	0.397233	0.342205	0.34598	0.035481	0.197613	0.142515
AT2G05850.1	0	0	0	0	0.009324	0
AT2G05900.1	0	0	0	0	0	0
AT2G05910.1	4.057969	4.423163	3.499847	2.064255	3.226311	4.193341
AT2G05915.1	0	0	0	0	0	0
AT2G05920.1	52.769338	48.33366	57.065951	52.815269	45.386872	54.36431
AT2G05940.1	9.084728	9.959231	9.152708	8.331906	10.463679	12.150846
AT2G05970.1	0	0	0	0	0	0
AT2G05990.1	65.378966	59.790333	68.63694	67.775008	72.716948	66.840405
AT2G05990.2	80.965405	86.837623	91.219738	88.222429	82.094547	84.637241
AT2G06000.1	1.959587	2.003406	1.862289	1.379342	1.352859	1.780411
AT2G06000.2	4.580878	4.024874	5.149352	5.042133	5.690848	4.655914
AT2G06005.1	4.457372	4.049874	4.516814	2.803438	3.280852	3.906065
AT2G06005.2	0.472535	1.000357	0	0.898254	1.487716	0.86671
AT2G06005.3	1.064263	0.768109	1.375734	1.193663	1.045405	0.549207
AT2G06005.4	0	0	0	0	0	0
AT2G06005.5	0	0.147482	0.644201	0.1103	0.327658	0.078065
AT2G06005.6	0	0.353758	0	0.970665	0.702959	0
AT2G06010.1	33.68527	38.246893	37.602432	33.656425	38.635084	34.184755
AT2G06020.1	0	0	0	0	0	0
AT2G06025.1	0	2.782254	1.67227	1.716669	0	4.256716
AT2G06025.2	3.850747	0	2.890187	0	0	0
AT2G06025.3	1.289178	2.110662	0	2.499938	4.766888	0
AT2G06025.4	0.694567	0.911226	1.434976	0.794276	1.198235	1.198346
AT2G06025.5	4.485248	6.349708	6.138218	6.406564	6.19807	6.852701
AT2G06025.6	39.772469	42.617635	36.382592	38.522337	45.192501	39.583568
AT2G06025.7	1.138304	2.563837	2.209231	1.577122	2.62486	2.427784
AT2G06040.1	5.010582	5.410349	5.483495	4.931922	5.394842	4.477306
AT2G06050.1	10.599906	10.892492	11.61196	13.45229	9.057547	9.804782
AT2G06050.2	1.774692	3.058788	3.115217	2.701623	3.470925	1.542121
AT2G06050.3	5.625598	2.983667	3.911551	0.251936	3.413618	5.661701
AT2G06090.1	0	0	0	0	0	0
AT2G06095.1	0	0	0	0	0	0
AT2G06105.1	0	0	0	0	0	0
AT2G06166.1	0	0	0	0	0	0
AT2G06200.1	0.42816	0	1.081403	0.365301	0.181714	0.712901
AT2G06200.2	0	0.522576	0	0.199597	0	0
AT2G06200.3	0	0.078003	0	0	0	0.083302
AT2G06210.1	18.925635	17.575568	18.339907	17.89825	18.38902	17.820672
AT2G06255.1	4.081886	4.216163	4.904936	4.542274	5.756662	4.056125
AT2G06265.1	0	0	0	0	0	0
AT2G06420.1	0	0	0	0	0	0
AT2G06425.1	0	0	0	0	0	0
AT2G06500.1	0	0	0	0	0	0
AT2G06510.1	7.77063	7.698013	8.315226	7.903707	8.358976	7.857038
AT2G06510.2	0	0	0	0	0	0
AT2G06520.1	1565.906729	1628.964984	1462.426475	1550.178761	1319.02418	1639.41641
AT2G06530.1	83.615066	88.673141	78.203066	75.97912	82.646123	81.300641
AT2G06530.2	0.10503	0.158323	0.080837	0.094291	0.264908	0.289274
AT2G06541.1	0	0	0	0	0	0
AT2G06541.2	0	0	0	0	0	0
AT2G06555.1	0	0	0	0	0	0
AT2G06555.2	0	0	0	0	0	0
AT2G06565.1	0	0	0	0	0	0
AT2G06570.1	0	0	0	0	0	0
AT2G06645.1	0	0	0	0	0	0
AT2G06667.1	0	0	0	0	0	0
AT2G06675.1	0	0	0	0	0	0
AT2G06845.1	0	0	0	0	0	0
AT2G06850.1	578.472949	654.150243	848.355482	842.215287	772.941238	866.094225
AT2G06850.2	1.21722	1.385541	1.516636	1.716031	1.825816	1.394026
AT2G06904.1	0	0	0	0	0	0
AT2G06906.1	0	0	0	0	0	0
AT2G06908.1	0	0	0	0	0	0
AT2G06925.1	21.832764	25.0086	26.249067	23.193343	25.10394	24.064619
AT2G06925.2	0	0	0	0	0.33409	0
AT2G06960.1	0	0	0	0	0	0
AT2G06983.1	0	0	0	0	0	0
AT2G06983.2	0	0	0	0	0	0
AT2G06990.1	13.907262	14.048005	14.701228	13.592153	14.166216	13.82948
AT2G07000.1	0.257184	0	0.204898	0	0	0.19277
AT2G07020.1	0	0	0	0	0	0
AT2G07040.1	0	0	0	0	0	0
AT2G07050.1	54.581478	52.467989	54.151042	54.230147	51.225651	55.847247
AT2G07050.2	0.643244	0.782978	0.857247	0.853209	0.913145	0.625287
AT2G07110.1	0	0	0	0	0	0
AT2G07120.1	0	0	0	0	0	0
AT2G07140.1	0	0	0	0	0	0
AT2G07140.2	0.086138	0.056179	0.044116	0.051597	0.018589	0.041876
AT2G07170.1	1.932535	1.894816	2.44157	2.220631	1.803689	2.359366
AT2G07180.1	22.130916	25.237097	28.95395	29.262738	27.851285	31.56867
AT2G07180.2	69.837905	69.435106	62.187588	67.123816	71.830333	57.813
AT2G07190.1	0	0	0	0	0	0
AT2G07200.1	0	0	0	0	0	0
AT2G07215.1	0	0	0	0	0	0
AT2G07240.1	0	0	0	0	0	0
AT2G07280.1	0	0	0	0	0	0
AT2G07290.1	0	0	0	0	0	0
AT2G07310.1	0	0	0	0	0	0
AT2G07340.1	28.646338	29.394536	32.361616	25.40233	28.606132	25.227261
AT2G07340.2	1.152334	0.349787	0.476325	1.053531	0.155452	0
AT2G07360.1	41.990564	41.98311	42.20429	44.376064	43.710271	44.013266
AT2G07360.2	0	0	0	0.05289	0	0
AT2G07440.1	0	0	0	0	0	0
AT2G07505.1	0	0	0	0	0	0
AT2G07560.1	0	0	0	0	0	0
AT2G07565.1	0	0	0	0	0	0
AT2G07599.1	0.256156	0.191642	0.058067	0.269979	0.170836	0.108581
AT2G07599.2	0	0	0	0	0	0
AT2G07613.1	0	0	0	0	0	0
AT2G07617.1	0	0	0	0	0	0
AT2G07621.1	0.087639	0	0.139706	0.162345	0.117262	0.065095
AT2G07623.1	0	0	0	0	0	0
AT2G07625.1	0	0	0	0	0	0
AT2G07626.1	0	0	0	0	0	0
AT2G07627.1	0	0	0	0	0	0
AT2G07628.1	0	0	0	0	0	0
AT2G07629.1	0.277203	1.878374	1.601547	0.971011	1.227383	1.167982
AT2G07629.2	1.932308	0	0	0	0	0
AT2G07631.1	0	0	0	0	0	0
AT2G07632.1	0	0	0	0.583824	0	0
AT2G07633.1	0.622513	0.367679	0.26254	0.419818	0.359986	0.432273
AT2G07634.1	0	0	0	0	0	0
AT2G07636.1	0	0	0	0	0	0
AT2G07637.1	0	0.078889	0	0.224802	0	0
AT2G07638.1	0.872863	0.926767	0.477744	0.756738	0.947154	0.848863
AT2G07640.1	0	0	0	0	0	0
AT2G07641.1	0	0	0.039121	0	0	0
AT2G07642.1	0	0	0	0	0	0
AT2G07643.1	0	0	0	0	0	0
AT2G07644.1	0.198084	0	0.315557	0.184391	0.133927	0.296998
AT2G07646.1	0	0	0	0	0	0
AT2G07648.1	0.316296	0.051551	0	0.073223	0.158649	0.234674
AT2G07652.1	0.050955	0.166528	0.040546	0.141311	0.136054	0.264292
AT2G07654.1	0	0	0	0	0	0
AT2G07655.1	0.128679	0.168017	0.05126	0.059535	0	0.047695
AT2G07656.1	0	0.030897	0	0	0.031531	0.035015
AT2G07658.1	0.352446	0.164558	0.240361	0.09308	0.168039	0.186535
AT2G07659.1	0.240001	0.10431	0	0	0.053509	0.059364
AT2G07661.1	0	0	0.263153	0	0	0
AT2G07662.1	0	0	0.146103	0	0	0.068104
AT2G07665.1	0.186021	0.363144	0.148185	0	0	0
AT2G07667.1	0	0	0	0	0	0.061293
AT2G07667.2	0.241422	0.211044	0.318584	0.419819	0.304217	0.25479
AT2G07669.1	1.396276	0.30667	0.523583	0.895692	0.935963	0.866886
AT2G07671.1	33.385861	27.427062	23.401624	32.919288	30.463115	37.514239
AT2G07672.1	0.121842	0.111881	0.115706	0.179394	0.146321	0.054353
AT2G07673.1	0.060881	0	0.193958	0	0	0
AT2G07674.1	1.083853	0	0	0	0	0
AT2G07674.2	1.265841	1.537606	1.252135	1.624646	0.856682	1.361213
AT2G07675.1	0	0	0	0	0	0
AT2G07676.1	1.890736	0.273985	0.167447	0.978709	0.142314	0.945957
AT2G07678.1	1.746906	0.983309	0.516775	1.474208	1.337579	1.443736
AT2G07680.1	0	0	0	0	0	0
AT2G07680.2	0.363621	0.069136	0.167355	0.193114	0.072553	0.017058
AT2G07680.3	3.27919	2.898447	2.405627	1.025159	1.47362	2.855791
AT2G07680.4	0	0.067809	0	0.94408	0	0
AT2G07680.5	0	0	0	0	0	0
AT2G07680.6	0.43584	0.573929	1.040833	1.214839	1.178298	0
AT2G07681.1	0	0.035918	0.021136	0.012588	0.018409	0
AT2G07684.1	0	0	0	0	0	0
AT2G07687.1	11.36143	7.760453	3.576636	6.547306	8.737537	10.773841
AT2G07689.1	10.989439	8.678673	4.852512	6.867031	8.51636	9.601397
AT2G07690.1	5.716925	6.371777	8.373168	6.503449	4.923858	5.949744
AT2G07690.2	1.102399	0	0	0	0	0
AT2G07691.1	0	0	0	0	0	0
AT2G07692.1	0.045796	0	0.254847	0	0	0.067877
AT2G07695.1	1.559069	0.921596	0.775863	1.461096	1.166732	1.532623
AT2G07696.1	3.728766	2.83298	1.633211	2.054982	2.261271	2.245601
AT2G07698.1	6.255196	4.319904	3.987381	6.331532	4.756473	7.860702
AT2G07701.1	0	1.016682	0.206135	0	0.352416	0.193939
AT2G07702.1	0.267984	0.465522	0.213598	0.413651	0.41838	0.464473
AT2G07705.1	0	0.874968	0.500861	0	0	2.409337
AT2G07706.1	0.30363	0.325212	0.346124	0.454268	0.405315	0.343651
AT2G07707.1	0	0	0	0	0	6.273577
AT2G07708.1	5.955182	4.238142	2.336998	3.555396	3.217858	4.994571
AT2G07708.2	0	0	0	0	0	0
AT2G07713.1	1.182194	0.256517	0.313888	0	0	0.443122
AT2G07714.1	0	0	0.064904	0.075416	0	0
AT2G07715.1	2.117921	1.711306	2.07808	2.39802	1.964663	2.035439
AT2G07718.1	3.807827	2.895227	2.725173	3.021117	2.678569	3.21811
AT2G07719.1	0.652646	0.696038	0.548304	0.712681	0.598785	0.591826
AT2G07721.1	0.356667	0.17495	0.141735	0.082346	0.029742	0.132166
AT2G07722.1	4.443634	2.390832	2.442136	3.983997	3.918042	2.864695
AT2G07724.1	0.068367	0	0	0	0	0.050687
AT2G07725.1	13.453419	8.832424	5.50431	9.644665	8.916658	11.873866
AT2G07727.1	11.512626	7.537627	3.710289	7.897547	6.980163	11.204774
AT2G07728.1	0	0	0	0	0	0.032639
AT2G07732.1	0.390247	0.109266	0.266288	0.360903	0.111682	0.867492
AT2G07734.1	4.410949	1.953451	2.458962	3.700503	1.616396	4.895161
AT2G07738.1	0.270808	0	0.323743	0	0.0909	0.101061
AT2G07739.1	0.084589	0.05502	0.033404	0.117774	0.112419	0.063057
AT2G07741.1	0	0	0	0	0	6.272927
AT2G07749.1	0.109212	0.055821	0.086206	0.155992	0.08909	0.21703
AT2G07750.1	0	0	0	0	0	0
AT2G07751.1	8.403272	6.30166	0	9.004118	6.831051	0
AT2G07760.1	0	0	0	0	0	0
AT2G07768.1	0	0	0	0	0	0
AT2G07771.2	2.8715	0	0	0	0	2.243736
AT2G07772.1	0.191359	0.06232	0.305044	0.265889	0	0.355618
AT2G07773.1	1.067356	0.555022	0.441758	0.699968	0.57576	0.708447
AT2G07774.1	1.954337	0.79623	2.206722	2.413785	1.198302	1.752712
AT2G07775.1	0.853227	0.214213	0.418358	0.242918	0.263191	0.535201
AT2G07776.2	2.247525	2.357971	2.627688	2.231438	2.234617	2.106015
AT2G07777.1	1.495675	1.159749	1.212849	1.386061	1.332918	1.515867
AT2G07779.1	0.431844	0.623403	1.092951	0.69509	0.547462	0.995846
AT2G07785.1	2.21882	1.505484	0.978989	2.313315	1.699162	1.523055
AT2G07787.1	0.418751	0.274641	0.350897	0.272019	0.377977	0.402887
AT2G07795.1	0	0	0	0.026678	0.019324	0.086075
AT2G07798.1	0.274075	0.221361	0.233417	0.271451	0.309478	0.188214
AT2G07800.1	0	0	0	0	0	0
AT2G07806.1	0	0	0	0	0	0
AT2G07806.2	0.209211	0	0.066472	0.038623	0.111636	0
AT2G07806.3	0.349982	0.091345	0	0	0.093586	0.363296
AT2G07810.1	0	0	0	0	0	0
AT2G07815.1	0.166561	0.229312	0.09794	0.173011	0.069252	0.061476
AT2G07820.1	0	0.245579	0.293877	0	0	0
AT2G07825.1	1.465542	2.622461	0.72976	2.727602	2.968325	3.157382
AT2G07827.1	0	0	0	0	0	0
AT2G07827.2	0	0	0	0	0	0
AT2G07830.1	0	0	0	0	0	0
AT2G07835.1	0.069444	0.090628	0	0.257089	0	0.102981
AT2G07981.1	0	0	0	0	0	0
AT2G08986.1	0	0	0	0	0	0
AT2G09388.1	0	0	0	0	0	0
AT2G09838.1	0	0	0	0	0	0
AT2G09840.1	0	0	0	0	0	0
AT2G09970.1	0.061024	0	0	0	0	0
AT2G09990.1	83.88539	83.018611	100.230116	84.358508	78.249522	78.177786
AT2G10020.1	0	0	0	0	0	0
AT2G10025.1	0	0	0	0	0	0
AT2G10260.1	0	0	0	0	0	0
AT2G10260.2	0	0	0	0	0	0
AT2G10440.1	0	0	0	0	0	0
AT2G10440.2	0	0.007325	0.008796	0.020464	0.007439	0.008307
AT2G10450.1	0.424187	0.282337	0	0	0	0
AT2G10455.1	0	0	0	0	0	0
AT2G10535.1	0	0.275644	0	0	0	0
AT2G10545.1	0	0	0	0	0	0
AT2G10550.1	0	0	0	0	0	0
AT2G10553.1	0	0	0	0	0	0
AT2G10556.1	0	0	0	0	0	0
AT2G10557.1	0	0	0	0	0	0
AT2G10560.1	0	0	0	0	0	0
AT2G10602.1	0	0	0	0	0	0
AT2G10608.1	0	0	0	0	0	0
AT2G10608.2	0	0	0	0	0	0
AT2G10615.1	0	0	0	0	0	0
AT2G10625.1	0	0	0	0	0	0
AT2G10920.1	0	0	0	0	0	0.110946
AT2G10930.1	0.280729	0.183172	0.391475	0.064956	0.516094	0.572403
AT2G10931.1	4.747326	5.867395	5.189673	4.898847	5.792218	5.511872
AT2G10940.1	344.101413	332.861586	473.800362	404.236645	256.743383	392.032936
AT2G10940.2	7.047144	6.459162	7.19251	7.282263	5.437197	6.236894
AT2G10950.1	0.887756	0.698047	0.144803	0.178226	1.257579	0
AT2G10950.2	0	0.184931	0	0.088687	0	0.171823
AT2G10950.3	17.068046	16.137576	17.184792	16.348327	17.596397	17.824266
AT2G10955.1	0	0	0	0	0	0
AT2G10965.1	0	0	0	0	0	0
AT2G10970.1	0	0	0	0	0	0.033634
AT2G10975.1	0	0.054862	0	0	0	0
AT2G11000.1	11.567415	11.259628	11.8005	10.941259	10.471393	11.631735
AT2G11000.2	0	0	0	0	0	0
AT2G11000.3	0.079538	0.235764	0.534321	0.336551	1.333223	1.160385
AT2G11000.4	0	0.023799	0	0	0	0.028738
AT2G11005.1	0	0	0	0	0	0
AT2G11010.1	0	0	0	0	0	0
AT2G11015.1	0	0	0	0	0	0
AT2G11025.1	0	0	0	0	0	0
AT2G11035.1	0.042478	0	0	0.078429	0	0
AT2G11045.1	0	0	0	0	0	0
AT2G11200.1	0	0	0	0	0	0
AT2G11205.1	0.434205	0	0	0	0.300481	0
AT2G11215.1	2.266139	3.054167	0	0	0	0
AT2G11225.1	48.39976	49.394323	46.452882	48.790271	53.217432	44.777547
AT2G11270.1	2.096484	2.517324	1.156477	1.806256	2.280751	2.538274
AT2G11271.1	0	0	0	0	0	0
AT2G11405.1	0	0	0	0	0	0
AT2G11462.1	0	0	0	0	0	0
AT2G11520.1	14.568406	13.120382	13.618335	13.724095	14.721424	13.713074
AT2G11522.1	0	0	0	0	0	0
AT2G11570.1	0	0	0	0	0	0
AT2G11620.1	0	0.013882	0	0	0	0
AT2G11623.1	0	0	0	0	0	0
AT2G11623.2	0	0	0	0	0	0
AT2G11626.1	0	0	0	0	0	0
AT2G11773.1	0	0	0	0	0	0
AT2G11778.1	0	0	0	0	0	0
AT2G11810.1	1.877941	0.578763	1.416219	0.701446	1.11283	0.864883
AT2G11810.2	0	0	0.224282	0	0.033414	0
AT2G11810.3	0.140358	0.144984	0.04053	0	0.052014	0
AT2G11810.4	0	0.577664	0	0	0	0
AT2G11815.1	0	0	0.254598	0	0	0.119505
AT2G11851.1	0	0	0	0	0	0
AT2G11851.2	0	0	0	0	0	0
AT2G11890.1	51.439635	48.31054	53.278566	53.273605	52.765455	50.334129
AT2G11890.2	3.921164	2.666819	3.685811	4.013458	3.395007	2.854176
AT2G11891.1	0	0.651218	1.442635	2.675396	0	0
AT2G11910.1	53.404947	55.57042	61.315048	52.394681	51.932336	49.149991
AT2G11910.2	38.87246	39.550446	50.0112	39.106121	39.239868	31.18197
AT2G12170.1	2.521423	3.018902	2.916513	1.055175	1.844897	2.446862
AT2G12190.1	1.201574	0.923571	1.26047	1.214402	0.709834	0.854943
AT2G12200.1	0	0	0	0	0	0
AT2G12205.1	0	0	0	0	0	0
AT2G12280.1	0	0.110605	0	0	0	0
AT2G12290.1	0	0	0	0	0	0
AT2G12400.1	23.688502	21.776395	20.846421	20.929561	22.234279	26.434731
AT2G12405.1	0	0	0	0	0	0
AT2G12461.1	0	0	1.175858	0	0	0
AT2G12462.1	12.079203	11.701722	12.284705	10.489722	10.978335	12.790838
AT2G12465.1	0.391978	0	0	0	0.397499	0.734581
AT2G12475.1	0	0	0	0	0	0
AT2G12480.1	0.163913	0	0	0.066965	0	0
AT2G12480.2	0	0	0	0	0	0
AT2G12480.3	0	0	0	0	0	0
AT2G12480.4	0	0	0.076573	0	0.021561	0.036088
AT2G12550.1	6.84526	6.97197	6.757244	6.803152	7.543618	7.830613
AT2G12646.1	1.442865	1.192793	2.00829	1.506886	1.144689	1.551375
AT2G12646.2	0	0.169477	0.387875	0.35978	0.114893	0.048404
AT2G12646.3	0	0	0	0	0.219251	0
AT2G12875.1	0	0	0	0	0	0
AT2G12880.1	0	0	0	0	0	0
AT2G12900.1	0	0	0	0	0	0
AT2G12905.1	0	0	0	0	0	0
AT2G12935.1	0	0	0	0	0	0
AT2G12940.1	0	0	0	0	0	0
AT2G12945.1	0	0	0	0	0	0
AT2G13100.1	19.044008	16.811275	16.956525	15.974503	18.729299	15.591186
AT2G13100.2	2.038459	2.590857	2.2819	2.078752	2.548813	2.295937
AT2G13100.3	0.127829	0.09773	0.191913	0	0.338025	0.229423
AT2G13100.4	2.55602	4.133003	2.936373	3.164927	3.271223	2.995701
AT2G13105.1	0	0	0	0	0	0
AT2G13125.1	0	0	0	0	0	0
AT2G13126.1	0	0	0	0	0	0
AT2G13150.1	0	0	0	0	0	0
AT2G13275.1	0	0	0	0	0	0
AT2G13290.1	6.527343	7.618604	6.142031	5.680237	6.176713	7.230942
AT2G13290.2	1.644904	1.473001	1.981883	2.184588	2.390414	1.319232
AT2G13295.1	0	0	0	0	0	0
AT2G13350.1	0	0	0	0	0	0
AT2G13360.1	0	0	0	0.502509	0.078941	0
AT2G13360.2	1275.233455	1395.123919	1095.964356	1194.669996	1304.030011	1119.852388
AT2G13360.3	372.334256	388.306666	341.966318	350.95124	373.485693	348.139488
AT2G13370.1	14.764431	12.162636	14.813096	14.875008	14.154408	15.252591
AT2G13370.2	1.135944	0.757118	1.070549	1.404455	1.415998	1.036122
AT2G13370.3	7.168812	10.803788	5.856928	6.824964	7.484196	6.873262
AT2G13422.1	0	0	0	0	0	0
AT2G13430.1	0	0	0	0	0	0
AT2G13440.1	17.474508	15.803766	18.384193	16.485031	15.475897	16.109182
AT2G13450.1	0	0	0	0	0	0
AT2G13463.1	0	0	0	0	0	0
AT2G13500.1	0	0	0	0	0	0
AT2G13510.1	0	0	0	0	0	0
AT2G13540.1	19.64439	18.723953	21.228402	19.050131	19.796583	19.945261
AT2G13542.1	0	0	0	0	0	0
AT2G13547.1	0	0.030897	0.150298	0	0	0.07003
AT2G13550.1	0	0.066981	0.080699	0	0.081719	0.197436
AT2G13550.2	0.063446	0	0	0.11692	0	0
AT2G13555.1	0	0	0	0	0	0
AT2G13560.1	101.951118	102.160295	101.677283	99.869314	102.071969	101.461096
AT2G13570.1	0.299744	0.235707	0.142491	0.220883	0.359897	0.200359
AT2G13600.1	1.293797	1.632236	2.042843	1.770358	1.752898	1.45565
AT2G13610.1	7.028465	7.43385	7.616525	8.996836	9.481384	8.383569
AT2G13620.1	0	0.006711	0	0	0	0
AT2G13630.1	0	0	0	0	0	0
AT2G13640.1	0	0	0.023	0.026741	0	0
AT2G13650.1	9.46559	7.168353	8.375694	6.599523	6.179608	8.672151
AT2G13650.2	0.367412	0.943697	0.257974	0	0.59364	0.597978
AT2G13650.3	0	1.092402	2.114324	2.089497	2.884932	0
AT2G13650.4	1.044638	1.361915	0.787547	1.06962	1.209012	1.213904
AT2G13650.5	0	0	0.807776	0	0.565674	0
AT2G13650.6	0.465689	0.901915	0.634084	0.673516	0.47143	1.337606
AT2G13650.7	0	0	0	0	0	0
AT2G13660.1	1.021807	1.01696	0.847392	0.820535	0.889123	0.790208
AT2G13680.1	0.071398	0.082904	0.1026	0.065467	0.039254	0.037614
AT2G13690.1	6.403223	5.921617	6.816607	6.451557	5.218596	5.132046
AT2G13720.1	0	0	0	0	0	0
AT2G13760.1	0	0	0	0	0	0
AT2G13770.1	0	0	0	0	0	0
AT2G13790.1	13.485966	13.647685	11.743333	12.318364	14.405566	13.082072
AT2G13800.1	0.250264	0.854673	2.366537	1.946027	2.927809	1.532444
AT2G13800.2	0.516421	1.145663	0.707132	0.698671	0.652138	1.120489
AT2G13800.3	8.289953	7.704985	4.830929	6.610031	7.073136	6.707473
AT2G13800.4	1.47558	2.824684	2.667403	0	0	2.107103
AT2G13810.1	0.293716	0.102821	0.402486	0.576112	0.15679	0.466288
AT2G13820.1	34.037069	29.503405	31.204107	28.547966	22.169598	24.237265
AT2G13820.2	0.46535	0.074805	0.487071	0.246109	0.206149	0.175143
AT2G13820.3	0	0	0	0	0	0
AT2G13840.1	13.390429	14.617325	14.042264	12.862924	13.502249	11.300442
AT2G13845.1	0	0	0	0	0	0
AT2G13895.1	0	0	0	0	0	0
AT2G13900.1	0.066619	0.026263	0.042079	0	0.03557	0.009927
AT2G13905.1	0	0	0	0	0	0
AT2G13950.1	0	0	0	0	0	0
AT2G13960.1	2.132155	2.30375	2.698183	2.44421	2.48622	2.392876
AT2G13960.2	0	0	0	0	0	0
AT2G13960.3	0.371404	0.536048	0.261892	0.138171	0.309303	0.167204
AT2G13965.1	0	0	0	0	0	0.331481
AT2G13980.1	0	0	0	0	0	0
AT2G13985.1	0	0	0	0	0	0
AT2G14000.1	0	0	0	0	0	0
AT2G14045.1	12.384846	16.975287	18.437234	16.206983	19.075844	18.204627
AT2G14045.2	6.987128	4.779494	0.52179	1.289931	2.421847	1.370325
AT2G14045.3	0	0	0	0	0	0
AT2G14045.4	3.130035	3.154515	2.523008	2.045387	2.971118	2.244207
AT2G14050.1	1.438268	1.23672	1.147609	1.514055	1.69659	1.429182
AT2G14050.2	0.878835	1.328082	1.534734	1.050249	0.96021	1.215036
AT2G14060.1	0.19087	0.306171	0.445178	0.250686	0.1197	0.193513
AT2G14060.2	0	0	0.054111	0.166518	0.126042	0.025556
AT2G14070.1	0.434577	0.283953	0.302718	0.100467	0.253911	0.161001
AT2G14080.1	10.151606	9.222751	9.004673	8.730784	11.612113	9.754175
AT2G14080.2	0.301786	0.439919	0.214903	0.065673	0.058814	0.500926
AT2G14095.1	3.550688	3.184866	2.043433	2.897145	4.262752	4.303136
AT2G14095.2	0	0.043007	0.054624	0.059837	0.112103	0.060396
AT2G14100.1	4.231172	5.199052	4.021941	3.508473	4.831021	5.488764
AT2G14110.1	8.062534	8.534337	8.577801	6.997692	9.470556	8.211761
AT2G14110.2	0.680743	0.75096	1.020716	0.559315	0.618258	0.198095
AT2G14120.1	28.158939	29.271633	28.293331	27.211505	28.175116	27.96933
AT2G14120.2	0.266038	0.754352	0.224276	1.009829	0.757999	0.435306
AT2G14120.3	0	0	0	0	0	0
AT2G14120.4	5.630045	3.251078	4.061953	5.552067	5.170078	4.568048
AT2G14160.1	0.247358	0.482721	0.098551	0.802675	1.078368	0.368696
AT2G14170.1	87.518105	84.535397	92.221406	101.494747	100.209296	100.550563
AT2G14170.2	97.992517	120.263348	99.592556	105.122579	124.540244	98.808683
AT2G14170.3	33.103602	31.746969	32.845219	33.191688	42.999584	34.685224
AT2G14210.1	0.031169	0.040843	0.098806	0.114869	0.083163	0.254589
AT2G14210.2	0	0	0	0	0	0
AT2G14247.1	7.311868	4.831467	41.478975	14.857012	8.003537	14.3388
AT2G14255.1	21.667308	22.640966	24.071635	21.154176	22.223258	23.76803
AT2G14260.1	41.108906	40.931237	38.36831	40.748458	41.526618	39.595001
AT2G14260.2	7.300769	6.055476	6.985699	5.63711	5.405781	5.53893
AT2G14260.3	0.049902	0.264003	0.34146	0.59644	0	0
AT2G14260.4	0.774658	0.723708	1.148165	0.488286	0.722102	0.600348
AT2G14265.1	0	0	0	0	0	0
AT2G14270.1	0	0	0	0	0	0
AT2G14282.1	0	0	0	0	0	0
AT2G14285.1	25.83999	22.932514	24.490013	19.179397	23.93076	19.809593
AT2G14288.1	0	0	0	0	0	0
AT2G14289.1	0	0	0	0	0	0
AT2G14290.1	0.048128	0.094703	0.133294	0.044285	0.032109	0.035784
AT2G14365.1	0	0	0	0	0	0
AT2G14378.1	0	0	0	0	0	0
AT2G14390.1	0	0	0	0	0	0
AT2G14395.1	0	0	0	0	0	0
AT2G14440.1	0	0	0	0	0	0
AT2G14460.1	7.73244	9.035282	10.613306	7.997194	8.338408	8.622364
AT2G14500.1	0	0	0	0	0	0
AT2G14510.1	0.215698	0	0.040522	0.009428	0	0.030628
AT2G14510.2	0	0.2324	0	0	0.157308	0
AT2G14520.1	2.685035	2.035893	3.027198	1.943766	0	2.646742
AT2G14520.2	0.272353	0	0.103364	0.218137	0.083466	0.082866
AT2G14520.3	0.243253	0.059854	0.458255	0.441546	0.190363	0.346638
AT2G14520.4	0	0	0	0	1.615585	0
AT2G14530.1	15.010828	14.735975	16.287588	14.648768	14.582116	15.319376
